id,user_id,item_id,timestamp,action,correct,response_text,time_taken
int_3464,user_156,content_10,2025-10-24T16:35:43.384325,complete,1,Student answer text here,195.99
int_3465,user_156,content_48,2025-10-18T16:35:43.384334,complete,1,Student answer text here,228.03
int_3466,user_156,content_6,2025-10-21T16:35:43.384342,attempt,1,Student answer text here,236.32
int_3467,user_156,content_16,2025-10-18T16:35:43.384351,complete,1,Student answer text here,213.2
int_3468,user_156,content_11,2025-10-26T16:35:43.384360,view,1,Student answer text here,81.74
int_3469,user_156,content_54,2025-10-18T16:35:43.384369,view,1,Student answer text here,251.3
int_3470,user_156,content_58,2025-10-23T16:35:43.384378,complete,1,Student answer text here,33.41
int_3471,user_156,content_35,2025-10-27T16:35:43.384386,complete,0,Partial response,241.69
int_3472,user_156,content_16,2025-10-24T16:35:43.384400,attempt,0,Partial response,222.98
int_3473,user_156,content_13,2025-10-22T16:35:43.384410,complete,0,Partial response,298.47
int_3474,user_156,content_15,2025-10-20T16:35:43.384423,complete,1,Student answer text here,254.03
int_3475,user_156,content_18,2025-10-23T16:35:43.384434,view,0,Partial response,267.9
int_3476,user_156,content_1,2025-10-18T16:35:43.384443,complete,0,Partial response,58.04
int_3477,user_156,content_5,2025-10-21T16:35:43.384455,attempt,1,Student answer text here,166.39
int_3478,user_156,content_33,2025-10-22T16:35:43.384464,attempt,0,Partial response,297.0
int_3479,user_156,content_18,2025-10-24T16:35:43.384475,complete,1,Student answer text here,287.99
int_3480,user_156,content_17,2025-10-22T16:35:43.384484,view,1,Student answer text here,252.98
int_3481,user_156,content_14,2025-10-27T16:35:43.384494,attempt,1,Student answer text here,192.75
int_3482,user_156,content_14,2025-10-20T16:35:43.384505,view,1,Student answer text here,34.2
int_3483,user_156,content_44,2025-10-25T16:35:43.384515,complete,1,Student answer text here,190.85
int_3484,user_157,content_35,2025-10-20T16:35:43.384527,complete,1,Student answer text here,208.49
int_3485,user_157,content_56,2025-10-19T16:35:43.384537,complete,1,Student answer text here,186.41
int_3486,user_157,content_38,2025-10-19T16:35:43.384548,view,0,Partial response,112.64
int_3487,user_157,content_21,2025-10-19T16:35:43.384564,complete,1,Student answer text here,65.87
int_3488,user_157,content_31,2025-10-24T16:35:43.384578,attempt,0,Partial response,213.88
int_3489,user_157,content_17,2025-10-25T16:35:43.384587,view,1,Student answer text here,248.76
int_3490,user_157,content_56,2025-10-24T16:35:43.384597,view,1,Student answer text here,102.31
int_3491,user_157,content_58,2025-10-20T16:35:43.384608,complete,0,Partial response,91.12
int_3492,user_157,content_29,2025-10-20T16:35:43.384621,view,0,Partial response,94.33
int_3493,user_157,content_51,2025-10-26T16:35:43.384631,view,0,Partial response,296.04
int_3494,user_157,content_43,2025-10-28T16:35:43.384641,attempt,1,Student answer text here,278.39
int_3495,user_157,content_11,2025-10-26T16:35:43.384651,complete,0,Partial response,264.07
int_3496,user_157,content_60,2025-10-19T16:35:43.384661,complete,0,Partial response,279.51
int_3497,user_157,content_11,2025-10-27T16:35:43.384671,view,0,Partial response,250.38
int_3498,user_157,content_1,2025-10-25T16:35:43.384682,view,0,Partial response,270.02
int_3499,user_157,content_2,2025-10-20T16:35:43.384692,attempt,0,Partial response,154.55
int_3500,user_157,content_25,2025-10-28T16:35:43.384702,view,0,Partial response,167.14
int_3501,user_157,content_41,2025-10-22T16:35:43.384713,view,1,Student answer text here,33.03
int_3502,user_157,content_6,2025-10-25T16:35:43.384723,attempt,1,Student answer text here,133.6
int_3503,user_158,content_19,2025-10-25T16:35:43.384805,complete,0,Partial response,108.13
int_3504,user_158,content_21,2025-10-18T16:35:43.384821,view,0,Partial response,189.2
int_3505,user_158,content_49,2025-10-21T16:35:43.384831,attempt,0,Partial response,143.71
int_3506,user_158,content_49,2025-10-25T16:35:43.384846,attempt,0,Partial response,113.52
int_3507,user_158,content_56,2025-10-18T16:35:43.384857,view,1,Student answer text here,39.41
int_3508,user_158,content_13,2025-10-21T16:35:43.384868,attempt,0,Partial response,277.32
int_3509,user_158,content_1,2025-10-24T16:35:43.384878,attempt,1,Student answer text here,287.17
int_3510,user_158,content_38,2025-10-21T16:35:43.384888,view,1,Student answer text here,119.48
int_3511,user_158,content_58,2025-10-22T16:35:43.384906,attempt,0,Partial response,292.56
int_3512,user_158,content_43,2025-10-22T16:35:43.384916,attempt,1,Student answer text here,54.85
int_3513,user_158,content_1,2025-10-23T16:35:43.384926,attempt,1,Student answer text here,264.23
int_3514,user_158,content_46,2025-10-25T16:35:43.384935,attempt,0,Partial response,30.43
int_3515,user_158,content_29,2025-10-27T16:35:43.384946,attempt,1,Student answer text here,195.81
int_3516,user_158,content_60,2025-10-19T16:35:43.384957,attempt,1,Student answer text here,41.33
int_3517,user_158,content_40,2025-10-23T16:35:43.384968,complete,0,Partial response,235.26
int_3518,user_158,content_28,2025-10-20T16:35:43.384979,view,1,Student answer text here,109.43
int_3519,user_158,content_10,2025-10-20T16:35:43.384990,complete,1,Student answer text here,183.22
int_3520,user_159,content_11,2025-10-19T16:35:43.385004,attempt,1,Student answer text here,241.93
int_3521,user_159,content_34,2025-10-20T16:35:43.385014,attempt,0,Partial response,180.67
int_3522,user_159,content_34,2025-10-21T16:35:43.385026,complete,0,Partial response,298.65
int_3523,user_159,content_43,2025-10-19T16:35:43.385037,view,1,Student answer text here,128.3
int_3524,user_159,content_24,2025-10-26T16:35:43.385049,attempt,1,Student answer text here,152.45
int_3525,user_159,content_5,2025-10-22T16:35:43.385060,view,1,Student answer text here,217.17
int_3526,user_159,content_16,2025-10-28T16:35:43.385072,view,0,Partial response,65.83
int_3527,user_159,content_57,2025-10-21T16:35:43.385083,complete,1,Student answer text here,170.93
int_3528,user_159,content_36,2025-10-22T16:35:43.385095,view,0,Partial response,111.74
int_3529,user_159,content_6,2025-10-19T16:35:43.385106,attempt,0,Partial response,282.32
int_3530,user_159,content_5,2025-10-23T16:35:43.385116,attempt,1,Student answer text here,167.83
int_3531,user_159,content_8,2025-10-21T16:35:43.385131,attempt,1,Student answer text here,108.51
int_3532,user_159,content_6,2025-10-21T16:35:43.385142,attempt,0,Partial response,133.98
int_3533,user_159,content_12,2025-10-27T16:35:43.385153,complete,0,Partial response,211.7
int_3534,user_159,content_54,2025-10-24T16:35:43.385163,view,0,Partial response,194.31
int_3535,user_159,content_38,2025-10-26T16:35:43.385173,attempt,1,Student answer text here,101.89
int_3536,user_159,content_11,2025-10-19T16:35:43.385182,attempt,0,Partial response,120.25
int_3537,user_159,content_38,2025-10-21T16:35:43.385193,view,0,Partial response,249.01
int_3538,user_159,content_57,2025-10-23T16:35:43.385209,attempt,1,Student answer text here,277.39
int_3539,user_159,content_7,2025-10-18T16:35:43.385224,attempt,1,Student answer text here,130.67
int_3540,user_159,content_54,2025-10-23T16:35:43.385235,attempt,0,Partial response,240.47
int_3541,user_159,content_9,2025-10-19T16:35:43.385246,view,0,Partial response,64.11
int_3542,user_159,content_56,2025-10-21T16:35:43.385257,view,1,Student answer text here,221.78
int_3543,user_159,content_2,2025-10-27T16:35:43.385269,complete,0,Partial response,137.81
int_3544,user_159,content_60,2025-10-22T16:35:43.385280,attempt,1,Student answer text here,286.67
int_3545,user_159,content_30,2025-10-25T16:35:43.385291,view,0,Partial response,105.18
int_3546,user_159,content_56,2025-10-26T16:35:43.385302,complete,1,Student answer text here,74.0
int_3547,user_160,content_57,2025-10-28T16:35:43.385316,view,1,Student answer text here,54.02
int_3548,user_160,content_34,2025-10-26T16:35:43.385327,complete,0,Partial response,100.69
int_3549,user_160,content_29,2025-10-27T16:35:43.385338,view,0,Partial response,298.3
int_3550,user_160,content_5,2025-10-20T16:35:43.385353,attempt,1,Student answer text here,31.69
int_3551,user_160,content_5,2025-10-23T16:35:43.385363,complete,0,Partial response,203.2
int_3552,user_160,content_49,2025-10-27T16:35:43.385374,view,0,Partial response,185.08
int_3553,user_160,content_1,2025-10-21T16:35:43.385384,view,0,Partial response,294.88
int_3554,user_160,content_43,2025-10-23T16:35:43.385396,view,0,Partial response,145.4
int_3555,user_160,content_48,2025-10-23T16:35:43.385407,view,0,Partial response,285.69
int_3556,user_160,content_56,2025-10-28T16:35:43.385418,complete,1,Student answer text here,66.76
int_3557,user_160,content_3,2025-10-21T16:35:43.385430,view,0,Partial response,248.61
int_3558,user_160,content_38,2025-10-18T16:35:43.385535,view,1,Student answer text here,31.24
int_3559,user_160,content_31,2025-10-18T16:35:43.385558,view,1,Student answer text here,266.86
int_3560,user_160,content_37,2025-10-20T16:35:43.385571,complete,1,Student answer text here,118.35
int_3561,user_160,content_19,2025-10-18T16:35:43.385581,view,0,Partial response,245.31
int_3562,user_160,content_34,2025-10-22T16:35:43.385591,complete,1,Student answer text here,179.94
int_3563,user_160,content_14,2025-10-23T16:35:43.385603,view,1,Student answer text here,190.7
int_3564,user_160,content_18,2025-10-27T16:35:43.385615,attempt,1,Student answer text here,255.81
int_3565,user_160,content_6,2025-10-21T16:35:43.385627,view,0,Partial response,247.29
int_3566,user_160,content_52,2025-10-25T16:35:43.385640,complete,0,Partial response,238.83
int_3567,user_160,content_3,2025-10-23T16:35:43.385652,view,1,Student answer text here,71.51
int_3568,user_160,content_50,2025-10-25T16:35:43.385664,complete,1,Student answer text here,79.46
int_3569,user_160,content_30,2025-10-25T16:35:43.385676,complete,1,Student answer text here,127.18
int_3570,user_160,content_17,2025-10-23T16:35:43.385697,view,0,Partial response,143.58
int_3571,user_160,content_4,2025-10-24T16:35:43.385707,complete,1,Student answer text here,147.56
int_3572,user_161,content_29,2025-10-19T16:35:43.385721,complete,0,Partial response,89.14
int_3573,user_161,content_46,2025-10-24T16:35:43.385763,complete,1,Student answer text here,165.91
int_3574,user_161,content_36,2025-10-26T16:35:43.385777,attempt,1,Student answer text here,246.05
int_3575,user_161,content_25,2025-10-22T16:35:43.385789,view,1,Student answer text here,175.85
int_3576,user_161,content_22,2025-10-28T16:35:43.385801,attempt,1,Student answer text here,250.4
int_3577,user_161,content_60,2025-10-28T16:35:43.385812,attempt,1,Student answer text here,127.23
int_3578,user_161,content_40,2025-10-23T16:35:43.385823,view,1,Student answer text here,128.34
int_3579,user_161,content_26,2025-10-25T16:35:43.385833,complete,0,Partial response,79.35
int_3580,user_161,content_53,2025-10-19T16:35:43.385843,view,0,Partial response,176.03
int_3581,user_161,content_22,2025-10-27T16:35:43.385853,view,1,Student answer text here,163.21
int_3582,user_161,content_45,2025-10-28T16:35:43.385863,complete,1,Student answer text here,297.33
int_3583,user_161,content_7,2025-10-27T16:35:43.385874,view,0,Partial response,299.13
int_3584,user_161,content_30,2025-10-27T16:35:43.385886,complete,1,Student answer text here,296.3
int_3585,user_161,content_2,2025-10-23T16:35:43.385897,attempt,0,Partial response,220.12
int_3586,user_161,content_29,2025-10-28T16:35:43.385910,complete,1,Student answer text here,219.73
int_3587,user_161,content_11,2025-10-22T16:35:43.385919,complete,0,Partial response,197.67
int_3588,user_161,content_59,2025-10-23T16:35:43.385927,attempt,0,Partial response,218.63
int_3589,user_161,content_6,2025-10-28T16:35:43.385943,view,0,Partial response,210.05
int_3590,user_161,content_12,2025-10-23T16:35:43.385953,complete,1,Student answer text here,126.48
int_3591,user_161,content_4,2025-10-26T16:35:43.385965,attempt,0,Partial response,235.08
int_3592,user_161,content_45,2025-10-27T16:35:43.385977,attempt,0,Partial response,59.97
int_3593,user_161,content_14,2025-10-23T16:35:43.385989,complete,0,Partial response,215.32
int_3594,user_161,content_38,2025-10-21T16:35:43.385999,complete,1,Student answer text here,270.46
int_3595,user_161,content_22,2025-10-21T16:35:43.386011,attempt,0,Partial response,41.83
int_3596,user_161,content_54,2025-10-27T16:35:43.386036,attempt,1,Student answer text here,220.13
int_3597,user_161,content_55,2025-10-21T16:35:43.386047,complete,0,Partial response,178.7
int_3598,user_161,content_60,2025-10-19T16:35:43.386058,complete,1,Student answer text here,128.86
int_3599,user_161,content_2,2025-10-18T16:35:43.386070,view,0,Partial response,43.0
int_3600,user_162,content_19,2025-10-24T16:35:43.386085,complete,0,Partial response,33.3
int_3601,user_162,content_45,2025-10-28T16:35:43.386097,attempt,0,Partial response,124.02
int_3602,user_162,content_3,2025-10-22T16:35:43.386112,view,0,Partial response,166.75
int_3603,user_162,content_45,2025-10-27T16:35:43.386123,view,1,Student answer text here,176.55
int_3604,user_162,content_41,2025-10-25T16:35:43.386135,complete,0,Partial response,120.94
int_3605,user_162,content_40,2025-10-20T16:35:43.386147,attempt,0,Partial response,123.45
int_3606,user_162,content_49,2025-10-23T16:35:43.386159,complete,0,Partial response,183.11
int_3607,user_162,content_10,2025-10-23T16:35:43.386168,attempt,0,Partial response,49.08
int_3608,user_162,content_4,2025-10-21T16:35:43.386235,complete,1,Student answer text here,283.95
int_3609,user_162,content_1,2025-10-22T16:35:43.386256,complete,0,Partial response,145.69
int_3610,user_162,content_59,2025-10-27T16:35:43.386268,complete,0,Partial response,134.45
int_3611,user_162,content_29,2025-10-24T16:35:43.386280,view,1,Student answer text here,240.14
int_3612,user_162,content_58,2025-10-21T16:35:43.386290,complete,0,Partial response,102.11
int_3613,user_162,content_44,2025-10-25T16:35:43.386301,complete,0,Partial response,82.34
int_3614,user_162,content_55,2025-10-24T16:35:43.386316,complete,1,Student answer text here,218.7
int_3615,user_162,content_24,2025-10-28T16:35:43.386328,view,0,Partial response,136.01
int_3616,user_162,content_30,2025-10-26T16:35:43.386339,attempt,1,Student answer text here,118.58
int_3617,user_162,content_14,2025-10-18T16:35:43.386351,attempt,0,Partial response,253.68
int_3618,user_162,content_5,2025-10-25T16:35:43.386363,attempt,1,Student answer text here,114.54
int_3619,user_162,content_9,2025-10-26T16:35:43.386375,attempt,1,Student answer text here,58.56
int_3620,user_162,content_35,2025-10-26T16:35:43.386386,complete,1,Student answer text here,46.51
int_3621,user_162,content_12,2025-10-25T16:35:43.386398,view,0,Partial response,113.08
int_3622,user_162,content_55,2025-10-27T16:35:43.386410,view,0,Partial response,229.05
int_3623,user_162,content_3,2025-10-18T16:35:43.386421,attempt,0,Partial response,256.51
int_3624,user_162,content_3,2025-10-25T16:35:43.386433,view,1,Student answer text here,202.05
int_3625,user_162,content_35,2025-10-20T16:35:43.386444,attempt,1,Student answer text here,95.6
int_3626,user_162,content_10,2025-10-27T16:35:43.386455,attempt,0,Partial response,136.0
int_3627,user_163,content_51,2025-10-19T16:35:43.386470,view,0,Partial response,106.03
int_3628,user_163,content_44,2025-10-21T16:35:43.386484,attempt,1,Student answer text here,233.64
int_3629,user_163,content_37,2025-10-23T16:35:43.386497,complete,1,Student answer text here,262.39
int_3630,user_163,content_6,2025-10-19T16:35:43.386508,complete,0,Partial response,190.27
int_3631,user_163,content_28,2025-10-26T16:35:43.386520,attempt,1,Student answer text here,42.54
int_3632,user_163,content_54,2025-10-22T16:35:43.386540,complete,0,Partial response,247.11
int_3633,user_163,content_12,2025-10-26T16:35:43.386552,attempt,0,Partial response,129.91
int_3634,user_163,content_34,2025-10-27T16:35:43.386566,attempt,0,Partial response,154.72
int_3635,user_163,content_30,2025-10-19T16:35:43.386578,view,0,Partial response,30.3
int_3636,user_163,content_29,2025-10-27T16:35:43.386591,attempt,0,Partial response,257.3
int_3637,user_163,content_15,2025-10-26T16:35:43.386603,view,0,Partial response,146.49
int_3638,user_163,content_11,2025-10-18T16:35:43.386615,complete,0,Partial response,225.9
int_3639,user_163,content_11,2025-10-23T16:35:43.386627,complete,0,Partial response,242.13
int_3640,user_163,content_34,2025-10-28T16:35:43.386641,complete,1,Student answer text here,128.83
int_3641,user_163,content_7,2025-10-27T16:35:43.386651,view,1,Student answer text here,165.85
int_3642,user_163,content_14,2025-10-23T16:35:43.386663,complete,1,Student answer text here,178.66
int_3643,user_163,content_47,2025-10-19T16:35:43.386674,complete,1,Student answer text here,155.21
int_3644,user_163,content_31,2025-10-27T16:35:43.386687,attempt,0,Partial response,180.12
int_3645,user_163,content_3,2025-10-23T16:35:43.386698,view,0,Partial response,159.26
int_3646,user_163,content_49,2025-10-27T16:35:43.386711,complete,0,Partial response,294.35
int_3647,user_163,content_39,2025-10-20T16:35:43.386722,complete,0,Partial response,159.49
int_3648,user_163,content_12,2025-10-23T16:35:43.386759,attempt,1,Student answer text here,263.88
int_3649,user_164,content_33,2025-10-26T16:35:43.386774,complete,0,Partial response,233.58
int_3650,user_164,content_11,2025-10-28T16:35:43.386784,view,0,Partial response,178.82
int_3651,user_164,content_40,2025-10-20T16:35:43.386793,view,1,Student answer text here,198.82
int_3652,user_164,content_54,2025-10-26T16:35:43.386802,complete,0,Partial response,285.29
int_3653,user_164,content_4,2025-10-27T16:35:43.386811,attempt,1,Student answer text here,105.26
int_3654,user_164,content_18,2025-10-26T16:35:43.386820,complete,0,Partial response,262.27
int_3655,user_164,content_48,2025-10-27T16:35:43.386829,attempt,0,Partial response,292.96
int_3656,user_164,content_24,2025-10-28T16:35:43.386838,complete,0,Partial response,64.16
int_3657,user_164,content_41,2025-10-26T16:35:43.386848,view,0,Partial response,201.19
int_3658,user_164,content_4,2025-10-26T16:35:43.386858,view,1,Student answer text here,260.14
int_3659,user_164,content_9,2025-10-21T16:35:43.386868,attempt,1,Student answer text here,259.63
int_3660,user_164,content_9,2025-10-25T16:35:43.386878,attempt,0,Partial response,223.82
int_3661,user_164,content_3,2025-10-20T16:35:43.386887,view,0,Partial response,142.84
int_3662,user_164,content_57,2025-10-22T16:35:43.386903,attempt,0,Partial response,136.89
int_3663,user_164,content_1,2025-10-23T16:35:43.386913,complete,0,Partial response,244.12
int_3664,user_164,content_15,2025-10-21T16:35:43.386923,attempt,1,Student answer text here,126.08
int_3665,user_164,content_58,2025-10-19T16:35:43.386933,complete,0,Partial response,90.55
int_3666,user_164,content_50,2025-10-18T16:35:43.386949,view,0,Partial response,205.98
int_3667,user_165,content_27,2025-10-21T16:35:43.386967,attempt,0,Partial response,132.09
int_3668,user_165,content_39,2025-10-26T16:35:43.386979,complete,0,Partial response,232.25
int_3669,user_165,content_34,2025-10-27T16:35:43.386989,view,0,Partial response,101.19
int_3670,user_165,content_54,2025-10-27T16:35:43.386999,complete,1,Student answer text here,134.52
int_3671,user_165,content_11,2025-10-19T16:35:43.387008,view,0,Partial response,246.39
int_3672,user_165,content_13,2025-10-22T16:35:43.387017,attempt,0,Partial response,33.78
int_3673,user_165,content_4,2025-10-22T16:35:43.387027,complete,1,Student answer text here,268.9
int_3674,user_165,content_54,2025-10-22T16:35:43.387037,attempt,1,Student answer text here,287.59
int_3675,user_165,content_57,2025-10-22T16:35:43.387048,view,0,Partial response,219.12
int_3676,user_165,content_60,2025-10-27T16:35:43.387058,complete,0,Partial response,168.28
int_3677,user_165,content_26,2025-10-23T16:35:43.387067,view,1,Student answer text here,111.86
int_3678,user_165,content_19,2025-10-24T16:35:43.387077,complete,1,Student answer text here,39.77
int_3679,user_165,content_28,2025-10-25T16:35:43.387087,complete,1,Student answer text here,112.67
int_3680,user_165,content_50,2025-10-25T16:35:43.387097,complete,0,Partial response,142.54
int_3681,user_165,content_1,2025-10-18T16:35:43.387106,complete,1,Student answer text here,131.77
int_3682,user_165,content_30,2025-10-26T16:35:43.387116,view,0,Partial response,134.04
int_3683,user_165,content_28,2025-10-27T16:35:43.387128,attempt,0,Partial response,291.54
int_3684,user_166,content_14,2025-10-18T16:35:43.387139,view,1,Student answer text here,278.3
int_3685,user_166,content_48,2025-10-18T16:35:43.387149,complete,1,Student answer text here,217.77
int_3686,user_166,content_18,2025-10-27T16:35:43.387159,complete,0,Partial response,168.97
int_3687,user_166,content_33,2025-10-20T16:35:43.387174,complete,0,Partial response,163.11
int_3688,user_166,content_39,2025-10-19T16:35:43.387185,attempt,0,Partial response,69.83
int_3689,user_166,content_16,2025-10-27T16:35:43.387196,complete,1,Student answer text here,192.21
int_3690,user_166,content_44,2025-10-24T16:35:43.387206,view,1,Student answer text here,84.27
int_3691,user_166,content_22,2025-10-26T16:35:43.387219,complete,0,Partial response,290.74
int_3692,user_166,content_19,2025-10-26T16:35:43.387230,attempt,1,Student answer text here,210.01
int_3693,user_166,content_24,2025-10-25T16:35:43.387241,view,0,Partial response,100.4
int_3694,user_166,content_13,2025-10-25T16:35:43.387252,view,0,Partial response,51.25
int_3695,user_166,content_54,2025-10-18T16:35:43.387263,complete,1,Student answer text here,164.87
int_3696,user_166,content_2,2025-10-24T16:35:43.387274,attempt,1,Student answer text here,263.16
int_3697,user_166,content_50,2025-10-19T16:35:43.387289,complete,1,Student answer text here,102.51
int_3698,user_166,content_22,2025-10-22T16:35:43.387300,complete,1,Student answer text here,222.27
int_3699,user_166,content_47,2025-10-18T16:35:43.387310,attempt,1,Student answer text here,285.69
int_3700,user_166,content_24,2025-10-22T16:35:43.387320,attempt,0,Partial response,182.37
int_3701,user_166,content_55,2025-10-22T16:35:43.387330,attempt,1,Student answer text here,281.42
int_3702,user_166,content_39,2025-10-27T16:35:43.387338,attempt,1,Student answer text here,86.33
int_3703,user_166,content_18,2025-10-27T16:35:43.387348,view,0,Partial response,122.68
int_3704,user_166,content_24,2025-10-20T16:35:43.387358,complete,0,Partial response,275.23
int_3705,user_166,content_37,2025-10-19T16:35:43.387369,attempt,1,Student answer text here,167.17
int_3706,user_166,content_53,2025-10-26T16:35:43.387382,attempt,1,Student answer text here,190.91
int_3707,user_167,content_51,2025-10-19T16:35:43.387395,attempt,1,Student answer text here,137.21
int_3708,user_167,content_55,2025-10-26T16:35:43.387406,view,1,Student answer text here,260.43
int_3709,user_167,content_16,2025-10-21T16:35:43.387415,attempt,0,Partial response,66.91
int_3710,user_167,content_24,2025-10-24T16:35:43.387426,view,0,Partial response,133.9
int_3711,user_167,content_60,2025-10-28T16:35:43.387436,complete,1,Student answer text here,287.49
int_3712,user_167,content_42,2025-10-25T16:35:43.387447,view,0,Partial response,284.06
int_3713,user_167,content_53,2025-10-24T16:35:43.387458,attempt,0,Partial response,269.26
int_3714,user_167,content_14,2025-10-21T16:35:43.387469,complete,0,Partial response,141.42
int_3715,user_167,content_43,2025-10-25T16:35:43.387479,view,1,Student answer text here,289.48
int_3716,user_167,content_44,2025-10-28T16:35:43.387489,complete,0,Partial response,204.32
int_3717,user_167,content_47,2025-10-21T16:35:43.387499,complete,0,Partial response,251.93
int_3718,user_167,content_59,2025-10-26T16:35:43.387508,view,0,Partial response,51.44
int_3719,user_167,content_47,2025-10-27T16:35:43.387518,complete,1,Student answer text here,105.83
int_3720,user_167,content_11,2025-10-23T16:35:43.387528,complete,0,Partial response,105.43
int_3721,user_167,content_58,2025-10-22T16:35:43.387538,complete,0,Partial response,245.33
int_3722,user_167,content_17,2025-10-18T16:35:43.387549,complete,1,Student answer text here,270.38
int_3723,user_167,content_32,2025-10-27T16:35:43.387559,attempt,0,Partial response,82.38
int_3724,user_167,content_11,2025-10-20T16:35:43.387570,attempt,0,Partial response,245.09
int_3725,user_167,content_57,2025-10-25T16:35:43.387580,attempt,0,Partial response,154.96
int_3726,user_167,content_9,2025-10-22T16:35:43.387610,complete,1,Student answer text here,117.46
int_3727,user_167,content_13,2025-10-21T16:35:43.387621,view,0,Partial response,60.1
int_3728,user_167,content_59,2025-10-18T16:35:43.387632,view,0,Partial response,279.75
int_3729,user_167,content_41,2025-10-26T16:35:43.387648,attempt,1,Student answer text here,281.76
int_3730,user_167,content_5,2025-10-23T16:35:43.387660,attempt,0,Partial response,205.25
int_3731,user_167,content_43,2025-10-28T16:35:43.387671,view,0,Partial response,278.61
int_3732,user_168,content_55,2025-10-26T16:35:43.387683,view,0,Partial response,113.48
int_3733,user_168,content_21,2025-10-18T16:35:43.387692,view,1,Student answer text here,62.38
int_3734,user_168,content_2,2025-10-25T16:35:43.387703,complete,1,Student answer text here,216.92
int_3735,user_168,content_8,2025-10-22T16:35:43.387714,complete,0,Partial response,247.65
int_3736,user_168,content_45,2025-10-21T16:35:43.387725,view,0,Partial response,275.28
int_3737,user_168,content_13,2025-10-25T16:35:43.387762,attempt,0,Partial response,198.06
int_3738,user_168,content_23,2025-10-20T16:35:43.387774,attempt,0,Partial response,77.52
int_3739,user_168,content_47,2025-10-19T16:35:43.387783,complete,0,Partial response,80.35
int_3740,user_168,content_47,2025-10-25T16:35:43.387793,attempt,1,Student answer text here,64.51
int_3741,user_168,content_24,2025-10-18T16:35:43.387803,complete,1,Student answer text here,87.57
int_3742,user_168,content_16,2025-10-26T16:35:43.387819,view,0,Partial response,202.78
int_3743,user_168,content_50,2025-10-25T16:35:43.387835,complete,1,Student answer text here,196.31
int_3744,user_168,content_58,2025-10-28T16:35:43.387845,attempt,0,Partial response,128.17
int_3745,user_168,content_31,2025-10-23T16:35:43.387859,view,0,Partial response,64.88
int_3746,user_168,content_28,2025-10-27T16:35:43.387871,complete,1,Student answer text here,124.5
int_3747,user_168,content_3,2025-10-22T16:35:43.387881,view,1,Student answer text here,275.0
int_3748,user_168,content_36,2025-10-28T16:35:43.387891,complete,1,Student answer text here,80.61
int_3749,user_168,content_39,2025-10-27T16:35:43.387901,complete,1,Student answer text here,247.87
int_3750,user_168,content_54,2025-10-22T16:35:43.387912,view,0,Partial response,56.64
int_3751,user_168,content_32,2025-10-26T16:35:43.387923,attempt,0,Partial response,56.94
int_3752,user_168,content_42,2025-10-20T16:35:43.387933,complete,0,Partial response,181.26
int_3753,user_168,content_12,2025-10-21T16:35:43.387944,complete,0,Partial response,244.31
int_3754,user_168,content_41,2025-10-24T16:35:43.387954,complete,1,Student answer text here,262.07
int_3755,user_168,content_50,2025-10-21T16:35:43.387965,view,1,Student answer text here,117.56
int_3756,user_168,content_49,2025-10-26T16:35:43.387977,view,1,Student answer text here,86.65
int_3757,user_168,content_14,2025-10-26T16:35:43.387988,view,0,Partial response,278.3
int_3758,user_168,content_33,2025-10-18T16:35:43.387998,view,0,Partial response,233.68
int_3759,user_168,content_19,2025-10-26T16:35:43.388008,attempt,1,Student answer text here,181.26
int_3760,user_168,content_43,2025-10-18T16:35:43.388019,complete,0,Partial response,200.46
int_3761,user_168,content_12,2025-10-23T16:35:43.388033,attempt,0,Partial response,45.43
int_3762,user_169,content_53,2025-10-25T16:35:43.388047,attempt,1,Student answer text here,207.14
int_3763,user_169,content_58,2025-10-25T16:35:43.388057,complete,1,Student answer text here,243.4
int_3764,user_169,content_31,2025-10-27T16:35:43.388067,complete,0,Partial response,60.98
int_3765,user_169,content_4,2025-10-22T16:35:43.388084,complete,1,Student answer text here,244.11
int_3766,user_169,content_18,2025-10-25T16:35:43.388095,view,0,Partial response,161.1
int_3767,user_169,content_21,2025-10-20T16:35:43.388106,attempt,0,Partial response,238.49
int_3768,user_169,content_42,2025-10-26T16:35:43.388116,view,1,Student answer text here,269.89
int_3769,user_169,content_5,2025-10-22T16:35:43.388127,view,0,Partial response,138.35
int_3770,user_169,content_4,2025-10-18T16:35:43.388137,attempt,1,Student answer text here,91.89
int_3771,user_169,content_54,2025-10-18T16:35:43.388147,attempt,1,Student answer text here,134.25
int_3772,user_169,content_21,2025-10-21T16:35:43.388156,view,1,Student answer text here,127.61
int_3773,user_169,content_17,2025-10-26T16:35:43.388166,complete,0,Partial response,208.12
int_3774,user_169,content_24,2025-10-22T16:35:43.388176,complete,0,Partial response,102.27
int_3775,user_169,content_5,2025-10-23T16:35:43.388186,attempt,1,Student answer text here,103.34
int_3776,user_169,content_37,2025-10-19T16:35:43.388195,complete,0,Partial response,131.51
int_3777,user_169,content_14,2025-10-21T16:35:43.388205,complete,1,Student answer text here,164.1
int_3778,user_169,content_52,2025-10-28T16:35:43.388215,attempt,0,Partial response,246.93
int_3779,user_169,content_52,2025-10-28T16:35:43.388225,attempt,0,Partial response,75.56
int_3780,user_169,content_11,2025-10-27T16:35:43.388234,complete,0,Partial response,264.06
int_3781,user_169,content_32,2025-10-26T16:35:43.388244,complete,0,Partial response,208.64
